,text,tag,senti_polarity
913, 是不是经常迷茫，是不是学会了颓废，是不是缺少目标无所适事，警告你，别堕落，你没资格！,励志,positive
914, 如果每个人都制定些具体可行的目标，把计划都落实到实处，把眼下能着手的事做好，那多好。,励志,positive
915, 我自己想跟有一致目标，相同人生观、金钱观的人，能相濡以沫的人一起。否则很难一起生活。,励志,positive
916, 从本日起，看书，写字，弹琴，画画。给每一个日子去一个暖与的名字，做一个赏心悦目标人。,励志,positive
917, 她们把自己恋爱作为终极目标，有了爱人便什么都不要了，对社会作不了贡献，人生价值最少。,励志,positive
918, 天行健，君子以自强不息。要记住，每一天都是一个阶梯，是新的一步，向着既定的目标前进。,励志,positive
919, 人生是一场赛跑，人人都在追赶着自己的目标。人生是一个舞台，人人都在表演着自己的角色。,励志,positive
920, 佛教要分析生命的构成，认知生命的真相，研究生命的本质，最终目标是为了解脱生命的诸苦。,励志,positive
921, 生命是一场球赛，最差的球队也是有辉煌的一天，我们的目标是让我们的人生经历更加的丰富。,励志,positive
922, 【一句话心理学微语录】走得最慢的人，只要他不丧失目标，也比漫无目的地徘徊的人走得快。,励志,positive
923, 【当目标既是未来指向的，又是富有挑战性的时候，它便是最有效的。就是洛克的思维方式】。,励志,positive
924, 【职业规划四步走】第一步、审视自我。二步、确立目标。三步、生涯策略。四步、生涯评估。,励志,positive
925, 我忽视的不仅是优势，还有我一直膨胀的自信，一直不动摇的尊严，一直不达目标不罢休的心态。,励志,positive
926, 我们会手牵手，一直走下去丶终点是白头到老。*我们会背靠背，一直依赖着丶目标是不离不弃。,励志,positive
927, 我们命定的目标和道路，不是享乐，也不是受苦，而是行动，在每个明天，都是比今天前进一步。,励志,positive
928, 如果不一开始行动，就根本无从判断目标是不是确实可行，或者反过来，目标是不是确实不可行。,励志,positive
929, 伟人伟大的原因，是因为他与别人同在逆境时，别人决定放弃了，他却下决心去实现自己的目标。,励志,positive
930, 人生要有目标，要有计划，在合适的时机做合适的事情，这样你才能有丰硕的果实，完美的人生。,励志,positive
931, 如果你把梳理目标和安排工作叫做洗脑的话，那么除非你不上班，否则估计走到哪里你都躲不开。,励志,positive
932, 春光明媚，人很憔悴；草木发芽，心已枯萎；我们都为了一个目标去奔赴，却一直到今还无结果。,励志,positive
933, 不爱你实在太过分，不爱你实在太对不起自己，不爱你我朋友会打我，我的目标只有一个，爱你。,励志,positive
934, 我知道目标会改变一个人的谈吐和行为，谈吐和行为会改变改变未来，最后会改变一个人的人生。,励志,positive
935, 没规划的人生是叫拼图，有规划的人生才叫蓝图；没目标的人生叫流浪，有目标的人生就叫航行。,励志,positive
936, 将他人的成就作为自己的一个目标，一个让自己努力去超越的目标，然后向着一个目标奋力前进。,励志,positive
937, 对什么都有兴趣的人是讨人喜欢的人。但是干事业，就应在一定的时间内，专心致志于一个目标。,励志,positive
938, 对于善于思考的人来说，赚钱只是一个很小的负担，但他需要年复一年的背负他，直到实现目标。,励志,positive
939, 你想要什么生活，就得去做什么事情；你不为想要的目标付出代价，你的目标永远都是遥远的梦。,励志,positive
940, 世界会向那些有目标和远见的人让路。做一个简单的人，踏实而务实。不沉溺幻想。不庸人自扰。,励志,positive
941, （真正的洒脱）人生难得洒脱，要洒脱必须拥有宗教精神及人生目标，才能得到真正有意义的洒脱！,励志,positive
942, 当你作出决议后，便要二心一意地朝着目标走，经常记着声誉是你的最大资产，今天便要建立起来。,励志,positive
943, 同公司一样，任何公司都会有高潮和低谷，领导就是要学会不论高潮和低谷，我们都一起奔向目标。,励志,positive
944, 生活中最难做到的不是寻找最后的结果，而是在寻找的路途上能不受诱惑，并奋力不懈地直达目标。,励志,positive
945, 人一旦定下自己的目标，就应当一个心思地朝着实现目标的方向前进，途中不能左顾右盼见异思迁。,励志,positive
946, 你选取什么样的目标，就会有什么样的成就，有什么样的人生。,励志,positive
947, 你要记得，你是你。不需要别人来将就，不需要以别人为目标。,励志,positive
948, 生命中很重要的一点是找到一个宏远目标，并下定决心实现它。,励志,positive
949, 上课盼下课，上学盼放假，放假盼开学，我的目标一直都很执着。,励志,positive
950, 生活是改变，改变我的生活需要勇气，更需要勇气改变你的目标。,励志,positive
951, 生活是美好的，但它缺少形式，艺术的目标正是给生活某种形式。,励志,positive
952, 在你面前有着伟大目标时，你应该把劳动当作休息。（伊朗谚语）,励志,positive
953, 当你想挣一百块的时候你就要把目标定成一千块这样才挣的更多。,励志,positive
954, 如果你不写下你的目标，然后，在最好的情况下，这只是一个梦。,励志,positive
955, 不达目的永不罢休，只要还有一口气在，就在前行在目标之路上。,励志,positive
956, 我的目标很简单，就是把宇宙整个明白它为何如此，它为何存在。,励志,positive
957, 对于一些人来说，生活是美丽的，生活的这些人都是争夺的目标。,励志,positive
958, 凡事现制定目标和计划，并将目标和计划细化分解，越细致越好。,励志,positive
959, 死了都要瘦，誓不达目标不罢休，绝食多苦只有这样才能瘦下来。,励志,positive
960, 我们得记得，只有智能是不够的，智能加上品格，才是真正的目标。,励志,positive
961, 我们都是来自五湖四海，为了一个共同的革命目标，走到一起来了。,励志,positive
962, 生活就是不断追求自己的目标，在追求中的过程中享受其中的乐趣。,励志,positive
963, 没有目标的人生，就像一无人驾驶的小舟，漫无目标的地随风漂荡！,励志,positive
964, 世界会向那些有目标和远见的人让路(冯两努——香港着名推销商),励志,positive
965, 人做事当然有着无数的具体目的，但它们必须从属于一个远大目标。,励志,positive
966, 如果你公司没有共同目标，他想往东走、他想往西走，谁也活不成。,励志,positive
967, 淡漠功利，轻装前进；不计付出，百折不挠；不达目标，誓不罢休。,励志,positive
968, 有目标的人经受风雨也逍遥安乐，没目标的人身处温室也好似流浪。,励志,positive
969, 没有目标就没有方向，每一个领悟阶段都就应给自我树立一个目标。,励志,positive
970, 没有目的就没有方向，每一个学习阶段都应当给本人建立一个目标。,励志,positive
971, 没有一个老师是能教全部科目标，那为什么要一个学生学全体科目。,励志,positive
972, 如果事情结束了，那就是结束了，别回头，冲着你下一个目标去吧。,励志,positive
973, 为了达到预定目标，要把最坏的情况想清楚，这样才可能达到总目标。,励志,positive
974, 我不再为任何事战斗了，除了为自己。我唯一感兴趣的目标就是自己。,励志,positive
975, 世界会像那些有目标与远见的人让路，人不可有傲气，但不可无傲骨。,励志,positive
976, 如果一个人能够认清自己、认准目标、认真做事，就一定会有所作为。,励志,positive
977, 达到目标的最好办法，就是投入自己百分之百的时间和精力去完成它。,励志,positive
978, 当你不断想象自己达成目标是情景，潜意识会引导身体作出那些效果。,励志,positive
979, 他目标很坚定，所有的时间都用来挣钱，并一直朝着这个目标前进着。,励志,positive
980, 伟大的成就，来自为远大的目标所花费的巨大心思和付诸的最大努力。,励志,positive
981, 合理分配你的收入。虽然这并不容易，但我本人也在朝这个目标努力。,励志,positive
982, 没有一定的目标，智慧就会丧失；哪儿都是目标，哪儿就都没有目标。,励志,positive
983, 当你定下了大目标的时候，就意味着你必须付出比别人多得多的努力。,励志,positive
984, 一心朝着自己目标前进的人，整个世界都会给他让路。——《火影忍者》,励志,positive
985, 如果君为自己定的所有目标都已达到，那么说明君定的目标还不够远大。,励志,positive
986, 如果你为自己定的所有目标都已到达，那么说明你定的目的还不够弘远。,励志,positive
987, 有时候我们需要目标，它未必合理，但没有它，你会觉得生存了无意趣。,励志,positive
988, 好高骛远：好，喜欢；骛，追求。比喻不切实际地追求过高过远的目标。,励志,positive
989, 给自己定目标的时候，一定要下定决心，要有不达目的誓不罢休的魄力。,励志,positive
990, 成为SBU的四个要素是：市场目标、市场定单、市场效果、市场报酬。,励志,positive
991, 不读昨日的失败，不做明日的幻想，把握眼前的时光，奋发人生的目标。,励志,positive
992, 我对未来的迷茫，或许是因为我对自己不切实际的目标定格太高的缘故。,励志,positive
993, 当你的能力不足以支撑你的目标的时候，你要慢下来，甚至停下来学习。,励志,positive
994, 不管你我有着怎样的不同，但我们都会有一个相同的目标，那便是幸福。,励志,positive
995, 把你脑袋的垃圾全部丢掉，别管自己能不能达到目标，专注在那个时刻。,励志,positive
996, 如果一个人能够使自己投入到自己喜欢的事情中，必然能最快抵达目标。,励志,positive
997, 生活在于改变，改变自己的生活需要勇气，改变自己的目标更需要勇气。,励志,positive
998, 生活只是由一系列下决心的努力所构成。目标决定你将成为为什么样的人。,励志,positive
999, 树立人生目标与阶段目标，对自己的未来有认真的规划，有可实现的愿景。,励志,positive
1000, 如果你想过得快活，把生活跟目标联系在一起，而不是跟某个人或某些事。,励志,positive
1001, 我有很明确的目标，将来会有稳定的工作不菲的收入，不需要男朋友养我。,励志,positive
1002, 我这辈子最大的目标就是要做你的新娘，等着吧，你的今生伴侣肯定是我。,励志,positive
1003, 再远的路途只要用脚步丈量，我们终能抵达目标，脚印证明了我们的付出。,励志,positive
1004, 人生目标确定容易实现难，但如果不去行动，那么连实现的可能也不会有。,励志,positive
1005, 如：健身不要满足于每天在跑步机上消耗二、三百千卡，要有更高的目标。,励志,positive
1006, 给自己定一个目标，完不成目标就再也见不到你。我想这样我肯定会努力。,励志,positive
1007, 给自己一个强有力的理由或目标，若非如此，你在生活中会感到步履维艰。,励志,positive
1008, 人生就像火车，过去了一辆好的，总感觉还有更好的，却永远都没有目标。,励志,positive
1009, 冒险是在为生命设立新的目标之后，想法设法不畏艰险达到该目标的过程。,励志,positive
1010, 当我们喜欢工作时，工作便会使我们的生命甜美，使我们有目标，有收获。,励志,positive
1011, 多忍耐，少冲动，你的忍耐不是为了怕事而忍，而是为了自己的目标要忍。,励志,positive
1012, 上一个目标那是你下一个目标的基础，下一个目标就是上一个目标的延续。,励志,positive
1013, 生命的意义，不仅在于不断实现人生的目标，还在于不断提升人生的目标。,励志,positive
1014, 弯身扶着车把，奋力踩着踏板，朝着目标奔去，就像人生一样。《青年文摘》,励志,positive
1015, 一艘船，除非有目标、有航向，否则，不管吹什么风，都不会是“顺风的”。,励志,positive
1016, 人生最伟大的目标，不在于成名，世界上最重要的事是保持自己心灵的高洁。,励志,positive
1017, 如果你的目标很远，就别拿身边的人或事作参照物，否则永远也走不了多远。,励志,positive
1018, 生活不会辜负珍惜时间的人，也许你没有达到预期的目标，可是你总有收获。,励志,positive
1019, 喝一杯阔别世味的清茶，看一道赏心悦目标景致，邂逅一段宛若初见的情缘。,励志,positive
1020, 给自己树立一个目标，能否实现并不十分重要，主要为了行进中不迷失自己。,励志,positive
1021, 大的目标，需要小的目标作铺垫，大的目标需要分割成几段一个一个去实现。,励志,positive
1022, 我从没被谁知道。所以也没被谁健忘。在别人的回想中生活。并非我的目标。,励志,positive
1023, 人生，关键是要有耐心。奔着目标，慢慢走，会好过毫无目标，傻傻往前冲。,励志,positive
1024, 人生的不同，就是经历的不同，体验的不同；普通人写目标，高手直接体验。,励志,positive
1025, 路是越走越长愈行愈近的，不要好高骛远，既要有远大目标，又要脚踏实地。,励志,positive
1026, 忽略和忘记，不是一种懦弱，而是一种力量，只要你还走在奔向目标的路上。,励志,positive
1027, 即使慢，驰而不息，纵令落后，纵令失败，但一定可以达到他所向往的目标。,励志,positive
1028, 滴水之所以能穿石，除了它能锲而不舍之外，就是因为它有一个明确的目标。,励志,positive
1029, 善待喜欢你的人，这是你人生的基础；善待你喜欢的人，这是你前进的目标。,励志,positive
1030, 我以为不动声色可以释然的早。然后不去跟有限的时光计较一种达不到的目标。,励志,positive
1031, 程序猿不招妹子们喜爱的根本原因在于追求了错误的目标：更短、更小、更快。,励志,positive
1032, 幸福往往不是满足了你多少小欲望，而是，你有了新的目标而且你看到了希望。,励志,positive
1033, 为了实现目标，你要知道在你所从事的领域，谁最优秀。列出当前领域的权威。,励志,positive
1034, 人生最累的时候，并不是最苦的时候，而是在刚开始起步，看不到目标的时候。,励志,positive
1035, 我的目标很简单，那就是完全的了解宇宙，为何它是如此的以及它存在的原因。,励志,positive
1036, 缺乏明确的生活意向：没有中心意向或明确目标而盲目努力的人是毫无希望的。,励志,positive
1037, 人如果有目标的话，他就会尽全力达到目标；如果没有目标，他就会松懈下来。,励志,positive
1038, 没有好的目标就不会有好的过程。目标不是为了目标本身，而是为了体验过程。,励志,positive
1039, 获得幸福的惟一途径，就是忘掉目前的幸福，以除此之外的目的作为人生目标。,励志,positive
1040, 丧失远见的人不是那些没有达到目标的人们，而往往是从目标旁溜过去的人们。,励志,positive
1041, 设立一年核心目标，三年核心目标，五年、十年、二十年、三十年的核心目标。,励志,positive
1042, 时间让我对未来越来越恐惧，没有方向，没有目标，像一具行尸走肉般的活着。,励志,positive
1043, 朝九晚五，天天如此，行尸走肉的生活离你不远了，如果你缺少一个目标的话。,励志,positive
1044, 【圣西门】为人类的幸福而劳动，这是多么壮丽的事业，这个目标有多么伟大！,励志,positive
1045, 我们从小就在养成良好的习惯，要热爱劳动，以劳动力荣，树立良好的人生目标。,励志,positive
1046, 一定的竞争可以激励我们，让我们向着自己心中的目标努力奋斗。同时有竞争才有进步。只有启程，才会到达理想的目的地；只有播种，才会有收获；只有竞争，才能脱颖而出，更好地实现人生价值。,励志,positive
1047, 我们有多少时间来真正的呼吸着，看着，闻着，听着，坐着，躺着，站着，游着，跑着，走着，有多少时间是真正活在当下去品味人生旅途中的丰富美景呢，如果看不到自己身边无处不在的美好，如果抓不住随手可以触及的快乐，健康，幸福人生。那个宏伟的目标就是空中楼阁。人生旅途风光美，回到当下细品味。,励志,positive
1048, 【中美养孩子目标的差异】美国人养孩子是为了让他们生活快乐、幸福，很少有发毒誓要孩子作人上人.中国人对孩子下手可狠了，逼着从小学钢琴、武术.学芭蕾.学数学.最好18岁就把博士硕士都读完.跳过青春期.直接进入中年，小孩子喜欢玩的.年轻人喜欢干的，中国家长都禁止，唯一目标是尽快把自己的孩子逼疯。,励志,positive
1049, 不要以别人的标准作为自己的目标，奇迹，是不会在容易的道路上绽放的；也许，在所有不被看好，无人尝试的选择背后，会有不曾见到的可能，不曾设计的未知，未知会让人恐惧，引人好奇，但也因此证明你的勇气，成就你的自信。,励志,positive
1050, 在那之后，我遭遇了两次打击，不论考什么屡屡失之交臂，感觉很灰心，但让我坚持下来的却是我的自信，从小我一直是同学老师眼中的好学生，功课总是名列前茅，这也给了我很大的虚荣心和自信心。但我的自信却是与生俱来的，我一直坚信，无论做什么，只要我肯付出努力，我拟定的目标就会实现，也许是现在，也许是不久的将来，但总有实现的一天。,励志,positive
1051, 定位自我，设定目标，认真做好自己。时刻不忘问自己这三个问题，并给出最佳的答案。①我是谁？②我要去哪里？③我现在的状态如何，如何抵达所要去的地方？有的时候，我们会忘记初衷，偏离方向，迷失目标；有时候，我们也会忘乎所以，自以为是，不知天高地厚。其实，我们只是沧海一粟，要量力而行。,励志,positive
1052, 只有当你们不把只有称为目标或成就时，你们才是自由的。,励志,positive
1053, 目标有价值，生活才有价值。,励志,positive
1054, 只要我活着一天，我就会朝着比你过得幸福这个目标走下去。,励志,positive
1055, 高目标，高要求，教学相长，拼搏方可成才。,励志,positive
1056, 幸福是要靠自己创造的，马克思说：我的幸福属于全人类。他以此为目标，为人类的解放事业，为共产主义贡献了一生，他是幸福的。居里夫人、舒伯特、巴尔扎克这些人，他们为了人类的进步和文明贡献了毕生的精力。-,励志,positive
1057, 考生要放眼看世界看人生，横向对比别人，纵向看自己的人生，人都是从失败中走出来的，高考不如意，只是人生若干个失败中的一个，认识到这一点，丢掉一些幻想的成分后，再来看待高考，可以让今后的目标更切合实际。,励志,positive
1058, 你的目标在哪里，你的终点就会在哪里。不要轻言放弃。,励志,positive
1059, 胸怀有多宽，路就有多宽。人生的路，很多时候不是自己踩出来的，而是别人给你让出来的。世界纷纭复杂，每个人都掌管着一条路。凡大成者，都善于把众人的路扭朝一个方向，合众人之力，为共同的目标奋斗。此谓：得人心者得天下。地低成海，人低成王。以力取道必自毙，以德服人天下宽。,励志,positive
1060, 【智言慧语】人生的风景，说到最后，是心灵的风景。给自己一份好心情，让世界对着你微笑。你不在乎的事情，构不成压力，哪怕非常重要，你不在乎，它就不能折磨你。压力，就是你想要达到的目标。然而在乎不在乎，你却永远骗不了自己脑子里的潜意识。潜意识比你聪明多了。,励志,positive
1061, 【交际箴言】人生是如此短暂，因此才会显得如此珍贵。我们的一生应该做的事情有很多，不要让那些芝麻小事拖住了自己的脚步，尤其是在与人的交往问题上，我们要把自己的目标定得更高更远，让自己拥有更美好的一生。,励志,positive
1062, 很多人都希望能改变性格，但那是不可能实现的，那么，我们能改变什么呢？只有顺应自己的性格类型，结合外界条件，通过后天的自我心理调整和能力学习，让自己的行为举止，尽可能地适应客观环境，从而达到自己的目标。,励志,positive
1063, 你的温顺盲目标闯入我的生活，又浮躁不安的取舍离去。,励志,positive
1064, 有时候也许你无聊，也许只是你的目标定小了。,励志,positive
1065, 我穷，但是我有尊严。胖，但是我有目标。然面对一切。,励志,positive
1066, 理想是人生旅途上的航标灯，一个人有了远大的理想，就有了奋斗的目标、前进的动力和方向。在漫漫的历史长河中，有多少人仁人志士从小树雄心，立壮志，并为之付出了不懈的努力，最终实现了自己的理想。,励志,positive
1067, 凡事预先作计划，尽量将目标视觉化。,励志,positive
1068," 【不要否定孩子提出要求的权力,更不要以此评价孩子自私】重要的是父母要教会孩子如何用尊重他人的方式提出自己的要求,并让孩子认识,提了要求并不意味着就一定会得到.否则,孩子永远也不会知道什么能得到,什么得不到,该如何去争取.这个过程就是孩子学习如何谈判,如何达到目标或面对拒绝的过程.",励志,positive
1069, 热情点燃理想的火焰：对目标的渴求必须和落水的人对空气的渴求一样强烈。没有强烈的愿望就没有实现目标的强烈动力。,励志,positive
1070, 【人生有了目标，就有了前进方向与动力】1.目标的制定一定要因人而异，根据自己的实际情况来定。2.切忌不要随大流，搞运动。否则，制定目标时轰轰烈烈，但由于目标制定得不合实际，或难以实施，或行动与目标完全风马牛不相及。或被目标束缚住自己。3.这种目标制定还不如不制定。,励志,positive
1071, 马云说:战略不能落实到结果和目标上面，都是空话。,励志,positive
1072, 人生没有机会重来，没有暂停继续。青春短暂，不要叹老，要时不时的提醒自己，自己在做什么，自己该做什么。给自己一个远大的前程和目标，不顺心的时候多看看天空，也记得看看自己脚下，也许就会有意外的感动。----延佛法师,励志,positive
1073, 【爱】很多成年人所以习惯了对孩子指责，对伴侣索取，其实是源于自己童年没有从父母那里得到足够的接纳与爱。然而这种将家人视为目标的爱注定是有条件的，会生出很多应该而变成控制。一个人唯有能先接纳自己，找回自我，负起对自己全部的责任，放下对他人期待，才可能全然地去爱与被爱。,励志,positive
1074, 不要只因一次失败，就废弃你本来信心想到达的目标。,励志,positive
1075, 世上有许多诱惑的事，同一个目标会有许多人追求。每个人，都会面临着压力和挑战。也许不可能胜过对手的竞争，也许，我们还没有足够的实力，实现我们的理想，但我们不会改变目标，有时目标的坚持是要付出代价的。你不可能一劳永逸，你不可能守株待兔，只有付出、只有努力才可能实现目标。实现远大目标的人，他们有个共同的品质那就是百折不挠。,励志,positive
1076, 【微话人生】理解。理解是一个漫长的过程，是需要跨越一些鸿沟，是需要以积极态度去面对一些问题与矛盾，达成共同的愿望与目标。如果只是站在自己的立场，永远的单边主义，就是相互的孤立，不利于合作与事物的良性发展。所谓代沟也好，人际交往不畅，都是愿望与现实的差距，在于打开心门，接纳对方，理解对方，认同对方。,励志,positive
1077, 为目标，晚卧夜半，梦别星辰，敛神养气，以备全力以赴！,励志,positive
1078, 年轻人当有远大志向，才可能成为杰出人物。但要成为杰出人物，光是心高气盛还远远不够，又必须从最低级的事情学习做起。在你还是默默无闻不被人重视的时候，不妨试着暂时降低一下自己的物质目标经济利益或事业野心，做好一个普通人的普通事，这样你的视野将更广阔，或许会发现许多意想不到的机会。,励志,positive
1079, 【哲理】1、目标是最有价值的财富；2、高尚举止是畅通无阻的护照；3、别把马车放在马前；4、一个手指不能抬起大石头；5、当一只蚂蚁在说海洋时，它实际是在说一个小水塘；6、能力加毅力才等于征服；7、幸福需要自己成全；8、没有行动的承诺就是空话；9、没有执行力就没有竞争力。,励志,positive
1080, 在现实生活中，有一些人能力超群，才学过人，实属学之典范，道之楷模，让人钦佩，但总得不到应有的重用，就是没有学会掂量所致。学会掂量是一种处世哲学，更是一种处世技巧。学会掂量可以使人在生活中稳健地向自己的目标行进。因此，智者立于世须学会掂量。,励志,positive
1081, 天才在于创新，智者源于探索。面对困难，我们勇往直前；面对失败，我们永不言弃。团结奋斗，不断拼搏，是我们的不竭动力；不断进取，追求卓越，是我们的永恒目标。,励志,positive
1082, 我的目标是跟未来的老公一起奋斗买房，不为别的，就为我爸妈来到我家后不是客人。现在人都说，生男生女都一样，其实不一样的，因为男方的爸妈在家时以主人的身份居住，而女方的爸妈来就只能被当客人对待。和老公一起出钱买房，也是让自己和父母更有尊严。,励志,positive
1083, 没有拼搏进取的精神，就难以克服人生路上的一个个困难；没有拼搏进取的精神，就不能成就任何事业；没有拼搏进取的精神，就不能实现我们的宏伟战略目标与远大理想，在拼搏进取中，一个个闪光的足迹，显示着珍贵的人生价值。,励志,positive
1084, 【哲理心语】在人生的路上，我们应该时常反省自己，打开眼界，以发展的眼光去追求自己的人生目标。这样，我们会感到发展才是我们所需要的，也会让我们觉得今天的每一步都是在为以后铺路。如此，我们生活的道路将会越来越宽广。,励志,positive
1085, 可以这么理解，生活的充实，就在于生活的目标和当下出发的空间，就算经历再多的曲折，或者是经历命运的哀伤，既然脚下的路并不是寸草不生，这世界还是变好了更变好，那么告诉自己，真的活了一场幸福。,励志,positive
1086, 【交往语录】社会是一个使人性复杂化的领域。当然，没有人能够完全脱离社会而生活，但是也没有人必须为了社会放弃自己心灵生活。对于那些精神本能强烈的人来说，节制社会交往和简化社会关系，乃是自然而然的事情，正因为如此，他们才能够越过社会的璧障而走向伟大的精神目标。,励志,positive
1087, 【过高的学习目标】有些家长不考虑孩子的心理与智商发展情况，一味分派学习任务，又不做任何讲解，结果孩子永远不知道该怎么学，每次尝试都失败，很少能体验到“赢”的感觉。这样，不用家长说，他都会觉得自己很笨。,励志,positive
1088, 每个人都有自己的特点，每个人都是独一无二的奇迹。不必拿自己的优点与别人的缺点作比较，也不必经常自叹自己某处不如别人，因为没有谁可以号称完美。外来的比较是我们动荡不能自在的缘由，也使得大部分的人都迷失了自我。不要将别人认为重要的东西，当做自己的人生目标，因为，做人首先要做自己。,励志,positive
1089, 【治愈系基地】人不是活在别人的世界里。人有权决定自己的生活。我不盛理会周围的嘈杂，什幺功名利禄、尔虞我诈。我只在平稳静谧的内心世界里，享受着恬淡自然。专心致志地做着事情，向着远大的目标一点点前进。,励志,positive
1090, 我们的人生中有两个可以选择：第一个是得到自己想要的东西，为此 我们需要尽力去争取；第二个是享受它，享受拥有它的每一分钟。很多人 都会选择第一种，奋力朝着第一个目标迈进，而对第二个选项却嗤之以 鼻，从来不作考虑，因为他们根本不懂得享受。,励志,positive
1091, 【智言慧语】山外有山，天外有天，给自己合理定位，既不要满足现状，也不要苛求自己。要脚踏实地，一步一步不断抬升自己。自己跟自己比，今天跟昨天比。无法达成的目标才是我的目标，迂回曲折的路才是我想走的路，而每次的歇息，总是带来新的向往。,励志,positive
1092, 人生的路经历过，才知道有短有长；在生命的征途中，要想实现人生理想，我们既要学会直行，瞄准目标一往无前，又要学会拐弯，审时度势调整路线。尤其是在山穷水尽之时，要告诉自己，不是路走到了尽头，而是我们该转弯了。,励志,positive
1093, 你可以放弃生命，但是你不能够放弃目标。,励志,positive
1094, 人活着首先是要对自己负责，负责让自己这辈子都幸福。有理想就有奋斗的目标，有奋斗的目标就自然会实现。,励志,positive
1095, 凡事现制定目标与计划，并将目标与计划细化分解，越细致越好。,励志,positive
1096, 追求幸福和快乐是人类生活的终极目标，但人类经常在追求幸福和快乐的过程中迷失自己。有人以摧残自己的肉体来寻求快乐，有人把幸福寄托给死后的解脱。但我们却活在今生今世。因此幸福快乐的最终源泉是如何过好每一个今天。,励志,positive
1097, 每一天都是一个阶梯，是向既定目标迈进的新的一步。,励志,positive
1098, 我乐意实际付出行动，达成目标。,励志,positive
1099, 对一艘没有航行目标的船来说，来自任何方向的风都是逆风。,励志,positive
1100, 大商道。终于看完了40集的电视连续剧《大商道》，体会到成就事业的一些道理。广结人缘，诚信通神；善待他人，就是善待自己；生意的根本就是能够满足他人的需求，帮助别人，实现他们的目标；事业的境界不单是个人或者小集体的目标，而是利国利民，利于社会，那才是道德良心。欣赏艺术作品，体验人生，品味生活。,励志,positive
1101, 【智言慧语】谋事在人，成事在天。生活中诸多不易，与其固执已见，钻牛角尖，不如放松一下，来点自嘲。自嘲是生活的艺术，是一种自我安慰与自我帮助，是对人生挫折与逆境积极、乐观的态度。它并非逆来顺受、不思进取，而是随遇而安，放弃可望而不可即的目标，重新设计自己，追求新的目标。自我解嘲，活出潇洒人生。,励志,positive
1102, 对于善于思考的人来说，赚钱只是一个很小的负担，但他需要年复一年的背负他，直到实现目标。,励志,positive
1103, 【六种心理让你长命百岁】《黄帝内经》说：“精神内守，病安从来。”一、与人为善、助人为乐。二、保持适度的乐观。三、乐于维护人际关系。四、生活有追求、有目标。五、对自己态度认真。六、节哀制怒，不生气。,励志,positive
1104, 心怀勇敢，嫉恶如仇，向着自己远大的目标迈进。朋友多，路自然宽广，成就一番远大的事业，往往是在奇迹中创造奇迹。敢作敢为，千万不要畏手畏脚，抓住一切可乘之机，机会就握在了你的手心，功到垂成，这样一来，节约了你的宝贵时间，就多给了你又一次拼搏的机会。,励志,positive
1105, 人生的意义在于实现欲望。生存与发展的自我实现欲望。别名理想，奋斗目标，人生规划。志向等。,励志,positive
1106, 【幸福语录】在现实生活中，我们难免要被人超越，因为任何人都不可能具备所有的智能。我们要坦然接受自己的不完美，当有人在某一方面超过我们时，我们应该去欣赏，而不是嫉妒。因为欣赏会激发我们内心的斗志，令我们将对方当作追赶目标，从而不断提升、不断进步，这才是人生的精彩。,励志,positive
1107, 明天的生活状态不由未来决定，它将是咱们这天生活目标的结果。,励志,positive
1108, 自信始于脚下，不在别人眼里。路，走过才知长短；人生，经历过才懂悲喜。道听途说，不过是把一个人的观点传到另一个人的耳里，故而，流言止于智者。底气有多足，没有人比你自己更清楚。走自己的路，输要输得清清楚楚，赢要赢得理所当然。自信心，源于勤劳、实践、创造和实实在在的目标。,励志,positive
1109, 【智言慧语】为了确保完全实现目标，你必须要调整神经系统，确信这些目标能给你带来快乐，每天至少两次审视自己的目标，展开想象的翅膀，感受目标达成时的快乐。在这个过程中，你要充分运用视、听、触等感元，把自己沉浸到美梦之中去。当一个人不断地把意焦聚集在这种情境之中，脑中便会形成一条神经渠道，将现状与未来串联起来，帮你形成强烈的把握感。,励志,positive
1110, 奋斗人生，是重长期坚持，永不停息的努力，无论环境怎样，条件怎样，我们都应该有此毅力，追求自己的目标，为自己的理想而奋斗，实现人生的真正价值。,励志,positive
1111, 【人生箴言】1、尝试让别人去读懂你，好过挖空心思去读懂别人。2、经历挫折太少的人，所以才把一些琐碎小事看得很重要。3、没有人可以回到过去重新一开始，但谁都可以从现在一开始，书写一个全然不同的结局。4、多么忙不重要，忙什么才重要。5、人生最大的麻烦与问题，就是不知道自己的目标。,励志,positive
1112, 【人生二不能，二尽量】二不能：1.不能毫无目标地活着。没有目标就没有希望。对于没有目标的人来说，所有的风向都是逆风。2.虽有目标但只为自己活着，这样活着本身也没什么意义可言。二尽量：1.尽量好好享受生命中的各种美好。2.尽量做出一番事业，让更多人更好地活着。,励志,positive
1113, 不管你确立的目标是什么，不管要去实现这个目标有多么艰难，一旦踏上追找理想之路，就要有强烈的意愿坚持下去。 www.yipinjuzi.com,励志,positive
1114, 攻守并重，全员实动，活动目标，服务导向。,励志,positive
1115, 意志坚强的人，能以顽强的精神百折不挠的毅力，战胜挫折与困难，实现自己的目标。,励志,positive
1116, 您的健康我的追求，您的满意我的目标。,励志,positive
